id,name,code,city,address,zipcode,full name
668c00331610dc628700978d,Orange Shop Rocourt Cora,mobis171,Liège,"Chaussée de Tongres, 269",4000,Orange Shop Rocourt Cora Liège
668c003316119aced8009790,Orange Shop Tienen,MOBIS500,Tienen,"Leuvensestraat, 11",3300,Orange Shop Tienen Tienen
668c003323649e432200978e,Orange Shop Ixelles Porte De Namur,mobis448,Bruxelles,"Chaussée d'Ixelles, 22",1050,Orange Shop Ixelles Porte De Namur Bruxelles
668c00332367285bf5009791,Orange Shop Roeselare,mobis469,Roeselare,"Ooststraat, 10",8800,Orange Shop Roeselare Roeselare
668c00332369207fda009792,Orange Shop wavre,mobis345,Wavre,Rue du Pont du Christ 20,1300,Orange Shop wavre Wavre
668c00333a0e76cce300978c,Orange Shop Genk Shopping Center,mobis369,Genk,"Rootenstraat, 8",3600,Orange Shop Genk Shopping Center Genk
668c00333a1f4b047d009793,Orange Shop Sint-Truiden,MOBIS503,Sint-Truiden,"Heilig-Hartplein, 1",3800,Orange Shop Sint-Truiden Sint-Truiden
668c00333a1f9c337500978b,Orange Shop Docks Shopping,mobis421,Bruxelles,"Quai des Usines, 163",1000,Orange Shop Docks Shopping Bruxelles
668c0034160e27b5b5009797,Orange Shop Woluwe Stockel,mobis444,Woluwe-Saint-Pierre,"Rue de l'Eglise, 129",1150,Orange Shop Woluwe Stockel Woluwe-Saint-Pierre
668c00341610c6244b00979c,Orange Shop Jette,mobis451,Jette,Rue Léopold I 529,1090,Orange Shop Jette Jette
668c00341610fd0d45009799,Orange Shop Eeklo,mobis463,Eeklo,"Markt, 38",9900,Orange Shop Eeklo Eeklo
668c003416114a4968009795,Orange Shop Antwerpen Keyserlei,mobis321,Antwerpen,"De Keyserlei, 28",2018,Orange Shop Antwerpen Keyserlei Antwerpen
668c0034236416f1b3009796,Orange Shop Gent Langemunt,mobis273,Gent,"Langemunt, 32",9000,Orange Shop Gent Langemunt Gent
668c00342369bf0ede00979a,Orange Shop St-Niklaas Waasland Shopping Center,mobis324,Sint-Niklaas,"Kapelstraat, 100",9100,Orange Shop St-Niklaas Waasland Shopping Center Sint-Niklaas
668c0034236a8ef722009794,Orange Shop Dendermonde,mobis457,Dendermonde,"Oude Vest, 10",9200,Orange Shop Dendermonde Dendermonde
668c0034236a9853fa00979b,Orange Shop Mons Grands Pres Shopping Center,MOBIS471,Mons,"Petite Rue des Prés, 1",7000,Orange Shop Mons Grands Pres Shopping Center Mons
668c00343a0e689bf0009798,Orange Shop Chatelineau Cora,MOBIS480,Charleroi,"Rue Trieu Kaisin, 1",6200,Orange Shop Chatelineau Cora Charleroi
668c0035160efcde230097a3,Orange Shop Walcom,mobis029,Arlon,"Avenue de Longwy, 350",6700,Orange Shop Walcom Arlon
668c003516117bb99a0097a5,Orange Shop Anderlecht Cora,mobis446,Anderlecht,"Drève Olympique, 15",1070,Orange Shop Anderlecht Cora Anderlecht
668c00351611d65fe10097a0,Orange Shop Waterloo,mobis344,Waterloo,"Chaussée de Bruxelles, 215",1410,Orange Shop Waterloo Waterloo
668c0035236467004100979d,Orange Shop Mol,mobis243,Mol,"Laar, 32",2400,Orange Shop Mol Mol
668c003523691ebbb30097a2,Orange Shop Woluwe Shopping Center,mobis443,Woluwe-Saint-Lambert,"Boulevard de la Woluwe, 70",1200,Orange Shop Woluwe Shopping Center Woluwe-Saint-Lambert
668c0035236a166eee0097a4,Orange Shop Brasschaat,MOBIS506,Brasschaat,"Bredabaan, 345",2930,Orange Shop Brasschaat Brasschaat
668c00353a0d1c82760097a6,Orange Shop Bruxelles Rue Neuve,mobis199,Bruxelles,"Rue Neuve, 112",1000,Orange Shop Bruxelles Rue Neuve Bruxelles
668c00353a0d8008b30097a1,Orange Shop Waremme,mobis114,Waremme,"Avenue Reine Astrid, 14",4300,Orange Shop Waremme Waremme
668c00353a0e70ab3400979f,Orange Shop Liege Belle Ile Shopping Center,mobis070,Liège,"Quai des Vennes, 1",4020,Orange Shop Liege Belle Ile Shopping Center Liège
668c00353a1f63ae5200979e,Orange Shop Mechelen,MOBIS507,Mechelen,"Bruul, 29",2800,Orange Shop Mechelen Mechelen
668c0036160ec145c30097a8,Orange Shop Blankenberge,mobis440,Blankenberge,"Kerkstraat, 94",8370,Orange Shop Blankenberge Blankenberge
668c003616108aa5b90097aa,Orange Shop Herentals,mobis314,Herentals,"Zandstraat, 40",2200,Orange Shop Herentals Herentals
668c00361611f516990097ae,Orange Shop Tamines,MOBIS476,Sambreville,"Rue du Roi Albert, 48",5060,Orange Shop Tamines Sambreville
668c003623644f2c0f0097ab,Orange Shop Hannut,mobis414,Hannut,"Rue Albert 1er, 78",4280,Orange Shop Hannut Hannut
668c003623675be7fb0097ad,Orange Shop Namur Rue De Fer,mobis419,Namur,"Rue de Fer, 111",5000,Orange Shop Namur Rue De Fer Namur
668c00362369879cbd0097a7,Orange Shop Etterbeek,mobis456,Etterbeek,"Rue des Tongres, 1",1040,Orange Shop Etterbeek Etterbeek
668c0036236ab591cf0097a9,Orange Shop Fleron,mobis216,Fléron,"Avenue des Martyrs, 253",4620,Orange Shop Fleron Fléron
668c00363a0df6b7b50097af,Orange Shop Boncelles,MOBIS488,Seraing,"Rue de Tilff, 97",4100,Orange Shop Boncelles Seraing
668c00363a1ff935a50097ac,Orange Shop Bree,mobis411,Bree,"Opitterpoort, 42",3960,Orange Shop Bree Bree
668c0037160e0a7b030097b1,Orange Shop Aywaille,MOBIS490,Aywaille,"Avenue François Cornesse, 11",4920,Orange Shop Aywaille Aywaille
668c00371610b70f580097b3,Orange Shop Evere,mobis019,Evere,"Avenue du Bourget, 3",1140,Orange Shop Evere Evere
668c003716115425ea0097b7,Orange Shop Bruxelles Anspach,mobis450,Bruxelles,"Boulevard Anspach, 60",1000,Orange Shop Bruxelles Anspach Bruxelles
668c0037236417d8e80097b8,Orange Shop Ath,MOBIS497,Ath,"Rue aux Gâdes, 12",7800,Orange Shop Ath Ath
668c00372364917bbb0097b4,Orange Shop Kuurne Shopping,mobis468,Kortrijk,"Ringlaan, 34",8500,Orange Shop Kuurne Shopping Kortrijk
668c00372367651b0d0097b2,Orange Shop Verviers,mobis067,Verviers,"Rue du Brou, 63",4800,Orange Shop Verviers Verviers
668c003723697f288d0097b0,Orange Shop Seraing,mobis193,Seraing,"Rue du Pairay, 8",4100,Orange Shop Seraing Seraing
668c0037236ac63d970097b5,Orange Shop Nalinnes,MOBIS472,Ham-Sur-Heure-Nalinnes,"Rue d'Acoz, 5",6120,Orange Shop Nalinnes Ham-Sur-Heure-Nalinnes
668c00373a0e6e98440097b6,Orange Shop Wilrijk,MOBIS504,Antwerpen,"Bist, 40",2610,Orange Shop Wilrijk Antwerpen
66ed7b76697f4319c00d9dd1,Orange Carrefour Flemalle,MCOAT044,Flémalle,2 Rue du Passage d'Eau,4400,Orange Carrefour Flemalle Flémalle
66ed7b7669803a8add0d9dd0,Orange Carrefour Ans,MCOAT033,Ans,"Rue Jean Jaurès, 33",4430,Orange Carrefour Ans Ans
66ed7b77595e68b56f0d9dd2,Orange Carrefour Marche en Famenne,MCOAT039,Marche-En-Famenne,41 Chaussée de Liège,6900,Orange Carrefour Marche en Famenne Marche-En-Famenne
66ed7b7759606479990d9dd3,Orange Carrefour Mont St Jean,MCOAT060,Waterloo,CHAUSSEE DE CHARLEROI 579,1410,Orange Carrefour Mont St Jean Waterloo
66ed7b77596f99b0130d9dd5,Orange Carrefour Fleron,MCOAT030,Fléron,"Rue de la Clef, 30",4620,Orange Carrefour Fleron Fléron
66ed7b775db113ef650d9dd7,Orange Carrefour Malmedy,MCOAT065,Malmedy,69 Avenue Monbijou,4960,Orange Carrefour Malmedy Malmedy
66ed7b775db2a3a02f0d9dd6,Orange Carrefour Soignies,MCOAT061,Soignies,1 Chemin de la Guelenne,7060,Orange Carrefour Soignies Soignies
66ed7b77697fa3073e0d9dd9,Orange Carrefour Boncelles,MCOAT046,Boncelles,16 Route du Condroz,4100,Orange Carrefour Boncelles Boncelles
66ed7b776980201fd20d9dd8,Orange Carrefour Froyennes,MCOAT037,Froyennes,6 Rue de Maire,7503,Orange Carrefour Froyennes Froyennes
66ed7b77783834d1ea0d9dd4,Orange Carrefour Bierges ( Wavre ),MCOAT045,Bierges,3 Boulevard De L'Equipe,1301,Orange Carrefour Bierges ( Wavre ) Bierges
66ed7b7859605dba8f0d9de0,Orange Carrefour Bomeree,MCOAT038,Montigny-Le-Tilleul,1 Rue de la Station,6110,Orange Carrefour Bomeree Montigny-Le-Tilleul
66ed7b78596f9a68850d9ddb,Orange Carrefour Mons Grands Pres,MCOAT047,Mons,1 Place des Grands Prés,7000,Orange Carrefour Mons Grands Pres Mons
66ed7b785db12a55da0d9ddd,Orange Carrefour Herstal,MCOAT058,Herstal,87 Rue Basse Campagne,4040,Orange Carrefour Herstal Herstal
66ed7b785db28e9aeb0d9ddc,Orange Carrefour Wepion,MCOAT055,Wépion,"Chaussée de Dinant, 1147",5100,Orange Carrefour Wepion Wépion
66ed7b78697f6678500d9ddf,Orange Carrefour Gosselies,MCOAT031,Gosselies,"Rue Tahon, 16",6041,Orange Carrefour Gosselies Gosselies
66ed7b7869802fd51f0d9dde,Orange Carrefour Jambes,MCOAT034,Namur,"Avenue du Prince de Liège, 57",5100,Orange Carrefour Jambes Namur
66ed7b7878383fd9b40d9dda,Orange Carrefour Arlon,MCOAT074,Arlon,1 Rue de Clairefontaine,6700,Orange Carrefour Arlon Arlon
66ed7d67783835a5c80d9e10,Orange Carrefour Drogenbos,MCOAT040,Drogenbos,455 Paul Gilsonlaan,1620,Orange Carrefour Drogenbos Drogenbos
66ed7d68596f9c867a0d9e13,Orange Carrefour Kraainem,MCOAT048,Kraainem,114 Wezembeeklaan,1950,Orange Carrefour Kraainem Kraainem
66ed7d685db177f2780d9e14,Orange Carrefour Auderghem,MCOAT056,Auderghem,240 Boulevard du Souverain,1160,Orange Carrefour Auderghem Auderghem
66ed7d68697f551a2a0d9e11,Orange Carrefour Evere,MCOAT052,Evere,12 Avenue des Olympiades,1140,Orange Carrefour Evere Evere
66ed7d687838e489f40d9e12,Orange Carrefour Berchem St Agathe,MCOAT062,Berchem-Sainte-Agathe,560 Avenue Charles-Quint,1082,Orange Carrefour Berchem St Agathe Berchem-Sainte-Agathe
66ed7dc3596f35acb00d9e27,Orange Carrefour Hasselt,MCOAT032,Hasselt,"Herkenrodesingel, 2",3500,Orange Carrefour Hasselt Hasselt
66ed7dc35db29bb3220d9e25,Orange Carrefour Sint-Denijs-Westrem,MCOAT043,Sint-Denijs-Westrem,"Kortrijksesteenweg, 1133",9051,Orange Carrefour Sint-Denijs-Westrem Sint-Denijs-Westrem
66ed7dc378389a71d30d9e26,Orange Carrefour Korbeek-Lo,MCOAT041,Korbeek-Lo,"Vlinderlaan, 1C",3360,Orange Carrefour Korbeek-Lo Korbeek-Lo
66ed7dc4595ec702e90d9e2f,Orange Carrefour Kuringen,MCOAT050,Kuringen,491 Kuringersteenweg,3511,Orange Carrefour Kuringen Kuringen
66ed7dc45960d4b2fd0d9e2a,Orange Carrefour Borsbeek,MCOAT069,Borsbeek,155 de Robianostraat,2150,Orange Carrefour Borsbeek Borsbeek
66ed7dc4596ff559ed0d9e2d,Orange Carrefour Zemst,MCOAT042,Mechelen,242 Zemstbaan,2800,Orange Carrefour Zemst Mechelen
66ed7dc45db12fb9a80d9e2b,Orange Carrefour Burcht,MCOAT049,Burcht,"Zwijndrechtsestraat, 151",2070,Orange Carrefour Burcht Burcht
66ed7dc4697f206a950d9e29,Orange Carrefour Turnhout,MCOAT054,Turnhout,80 Parklaan,2300,Orange Carrefour Turnhout Turnhout
66ed7dc46980c4cb670d9e2e,Orange Carrefour Koksijde,MCOAT067,Koksijde,19 Strandlaan,8670,Orange Carrefour Koksijde Koksijde
66ed7dc46980f819950d9e28,Orange Carrefour Diest,MCOAT072,Diest,Leuvensesteenweg 110,3290,Orange Carrefour Diest Diest
66ed7dc478381bae790d9e2c,Orange Carrefour Lier,MCOAT036,Lier,4 Lintsesteenweg,2500,Orange Carrefour Lier Lier
66ed7dc5596080b88f0d9e32,Orange Carrefour Tienen,MCOAT071,Tienen,15 Albertvest,3300,Orange Carrefour Tienen Tienen
66ed7dc55db1a9724e0d9e33,Orange Carrefour Brugge,MCOAT051,Brugge,420 Blankenbergse Steenweg,8000,Orange Carrefour Brugge Brugge
66ed7dc55db2372c5c0d9e30,Orange Carrefour Schoten,MCOAT035,Schoten,"Bredabaan, 967",2900,Orange Carrefour Schoten Schoten
66ed7dc5697fbcec590d9e35,Orange Carrefour Ninove,MCOAT057,Ninove,60 Albertlaan,9400,Orange Carrefour Ninove Ninove
66ed7dc5697ff52beb0d9e31,Orange Carrefour Sint Eloois - Vijve,MCOAT076,Sint-Eloois-Vijve,524 Gentseweg,8793,Orange Carrefour Sint Eloois - Vijve Sint-Eloois-Vijve
66ed7dc5783867d1370d9e34,Orange Carrefour Oostakker,MCOAT059,Oostakker,"Oudebareelstraat, 85",9041,Orange Carrefour Oostakker Oostakker
6703fe3b60f5851ec9022115,Orange Shop,11583059907093408379,Grimbergen,Chaussée Romaine 440,1853,Orange Shop Grimbergen
672c4b6c49a58cc5fe0c26ec,VOO Grand-Prés,PTOCODE2288,Mons,Place des Grand Prés 1,7000,VOO Grand-Prés Mons
672c4b6c61887f4d9f0c26e5,VOO,PTOCODE2172,Rocourt,"Chaussee De Tongres, 269",4000,VOO Rocourt
672c4b6c68998078eb0c26e9,Corner VOO,PTOCODE2228,Hornu,"Rue De Mons, 163",7301,Corner VOO Hornu
672c4b6d49325d3a700c26f4,VOO,PTOCODE2290,Woluwe-Saint-Pierre,96/A Rue de l'Eglise,1150,VOO Woluwe-Saint-Pierre
672c4b6d7518cfaf0d0c26ee,VOO,PTOCODE2289,Chatelineau,"Rue Trieu Kaisin, 2",6200,VOO Chatelineau
672c4b6e48e6005e220c26f7,Corner VOO,PTOCODE2291,Wavre,"Rue du Pont du Christ, 20",1300,Corner VOO Wavre
672c4b6e4a8732107d0c26fd,VOO,PTOCODE2292,Waterloo,159 Chaussée De Bruxelles,1410,VOO Waterloo
672c4b6e4acaff6caf0c2702,VOO,PTOCODE2293,Verviers,"Rue du Brou, 63-65",4800,VOO Verviers
672c4b6f49315013460c2706,VOO,PTOCODE2294,Uccle,Chaussée d'Alsemberg 682,1180,VOO Uccle
672c4b6f4b581eca9b0c2709,VOO,PTOCODE2295,Tournai,"Boulevard Walter de Marvis,, 22",7500,VOO Tournai
672c4b704a89aceb540c2712,Corner VOO,PTOCODE2297,Nivelles,"Chaussée de Mons, 18",1400,Corner VOO Nivelles
672c4b705dfa78b2470c2718,VOO,PTOCODE2298,Namur,81 Rue De L'Ange,5000,VOO Namur
672c4b7077d52d1c020c270d,Corner VOO,PTOCODE2296,Charleroi,Rue de l'Arbre Vert 20,6000,Corner VOO Charleroi
672c4b7148c658fabe0c271d,VOO,PTOCODE2299,Messancy,"Route D'Arlon, 220",6780,VOO Messancy
672c4b714b5330d1210c271f,VOO,PTOCODE2300,Liège,6/8 Rue Vinâve d'Île,4000,VOO Liège
672c4b724b673e31910c2723,VOO,PTOCODE2301,La Louvière,28 Rue de la Franco-Belge,7100,VOO La Louvière
672c4bae5df7ea6f840c272f,VOO,PTOCODE2304,Charleroi,143 Grand Rue,6000,VOO Charleroi
672c4bae5e0d4563430c2726,VOO,PTOCODE2302,Bruxelles,Avenue Louise 3,1060,VOO Bruxelles
672c4bae75189f99140c272b,VOO,PTOCODE2303,Ben-Ahin,36 Avenue du Bosquet,4500,VOO Ben-Ahin
672c4baf4928fdd83b0c2737,Corner VOO,PTOCODE2306,Liège,Bd Raymond Poincaré 7/128,4020,Corner VOO Liège
672c4baf5e049f95250c2732,Corner VOO,PTOCODE2305,Liège,"Quai des Vennes, 1",4020,Corner VOO Liège
672c4baf782266b2240c2739,Corner VOO,PTOCODE2307,Louvain-La-Neuve,"Place de l'Accueil, 10",1348,Corner VOO Louvain-La-Neuve
6765461c5e2a75c344058337,Orange Shop Louvain-La-Neuve Shopping Center,mobis271,Ottignies-Louvain-La-Neuve,"Place de l'Accueil, 10",1348,Orange Shop Louvain-La-Neuve Shopping Center Ottignies-Louvain-La-Neuve
